OG0003104_x00	GO:0005509,GO:0005737,GO:0090090
OG0000390_x01	GO:0031012,GO:0030198
OG0010809_x00	GO:0009653,GO:0062023
OG0009015_x00	GO:0005096,GO:0032007,GO:0090630
OG0005607_x00	GO:0003677,GO:0008270,GO:0006625,GO:0031593
OG0011917_x00	GO:0005634,GO:0016973
OG0011091_x00	GO:0005515
OG0006715_x00	GO:0005515
OG0002010_x01	GO:0006508,GO:0008236,GO:0004252
OG0007823_x00	GO:0005525,GO:0005737,GO:0005874,GO:0007017,GO:0000226,GO:0000278,GO:0005200
OG0006039_x00	GO:0005737,GO:0005515,GO:0003723,GO:0003676
OG0008931_x00	GO:0071277,GO:0005544,GO:0005886
OG0007147_x00	GO:0046104,GO:0004797,GO:0005524
OG0008255_x00	GO:0007165
OG0003739_x00	GO:0016607,GO:0032456,GO:0043231,GO:1901981,GO:0005085,GO:0005829,GO:0006897
OG0000142_x00	GO:0004930,GO:0016020,GO:0004967,GO:0007186,GO:0004888,GO:0007166,GO:0007189,GO:0008528,GO:0017046,GO:0005886,GO:0007188
OG0004847_x00	GO:0006487,GO:0008250,GO:0016020
OG0009363_x00	GO:0016788,GO:0050185,GO:0005783,GO:0006505,GO:0006888
OG0000142_x01	GO:0004967,GO:0007186,GO:0016020,GO:0004930,GO:0004888,GO:0007166,GO:0007189,GO:0008528,GO:0017046,GO:0044508,GO:0045777,GO:0005886,GO:0007188
OG0001250_x00	GO:0051015,GO:0030864,GO:0043296,GO:0005912,GO:0007015,GO:0016324
OG0010411_x00	GO:0016020,GO:0005887
OG0005279_x00	GO:0000978,GO:0000981,GO:0006357,GO:0003700,GO:0006355,GO:0043565
OG0007495_x00	GO:0043130,GO:0043123,GO:0045860,GO:0070530
OG0008007_x00	GO:0005524,GO:0016887
OG0009115_x00	GO:0016233,GO:0043047,GO:1990879
OG0005707_x00	GO:0008276,GO:0005634,GO:0006479
OG0008478_x00	GO:0005634,GO:0006357,GO:0032422,GO:0000977,GO:0000981
OG0006815_x00	GO:0005515,GO:0034968,GO:0042799,GO:0045814
OG0000365_x00	GO:0007165,GO:0005096,GO:0005547,GO:0043547,GO:0005802,GO:0005886,GO:0008360,GO:0005737
OG0009586_x00	GO:0003682,GO:0006261
OG0001473_x00	GO:0051087,GO:0051131,GO:0051879,GO:0005634,GO:0005829,GO:0006457
OG0007923_x00	GO:0005515,GO:0045824,GO:0005681,GO:0005737,GO:0045292
OG0000365_x01	GO:0007165,GO:0005096,GO:0005547,GO:0043547,GO:0005515,GO:0005737
OG0000365_x02	GO:0005096,GO:0005547,GO:0005737,GO:0005515,GO:0007165,GO:0043547
OG0001473_x01	GO:0006457,GO:0007004,GO:0050220,GO:0051087,GO:0051131,GO:0051879,GO:1905323,GO:0001516,GO:0005634,GO:0005829
OG0002581_x00	GO:0033365,GO:0005813,GO:0005814,GO:0010457
OG0010634_x00	GO:0005886,GO:0007155,GO:0005509,GO:0016020,GO:0007156,GO:0005911,GO:0098609
OG0011742_x00	GO:0000978,GO:0000981,GO:0006357
OG0012174_x00	GO:0005788,GO:0016491
OG0008906_x00	GO:0005856,GO:0005930,GO:0008017,GO:0030424,GO:0035869,GO:0036064,GO:1901673,GO:0005814,GO:0005819
OG0004201_x00	GO:0046103,GO:0004000,GO:0006154,GO:0019239
OG0009338_x00	GO:0005509,GO:0030474,GO:0005815,GO:0008017
OG0010982_x00	GO:0007059,GO:0034080,GO:0000775,GO:0000785,GO:0005634
OG0000117_x00	GO:0019825,GO:0020037,GO:0031720,GO:0031838,GO:0042744,GO:0043177,GO:0072562,GO:0004601,GO:0005344,GO:0005833,GO:0015671
OG0001901_x01	GO:0004930,GO:0007186,GO:0016020,GO:0007602,GO:0008020,GO:0071482,GO:0001750,GO:0005887,GO:0007601
OG0001225_x00	GO:0005887,GO:0038023,GO:0005509
OG0001225_x01	GO:0005887,GO:0038023,GO:0005509
OG0002333_x00	GO:0000978,GO:0000981,GO:0006357,GO:0046983
OG0003441_x00	GO:0005783,GO:0032469,GO:0005509,GO:0004672,GO:0005524,GO:0006468
OG0008578_x00	GO:0005634
OG0009686_x00	GO:0030198,GO:0060429,GO:0004867,GO:0005886,GO:0008544
OG0011289_x00	GO:0016323,GO:0017081,GO:0005887,GO:0006821
OG0003316_x00	GO:0005515,GO:0061630,GO:0005737,GO:0034657,GO:0043161,GO:0004842,GO:0005634
OG0004424_x00	GO:0004197,GO:0006508,GO:0006915,GO:0008234,GO:0005515,GO:0042981
OG0010734_x00	GO:0090050,GO:0098609,GO:0005102,GO:0051965,GO:0062023
OG0005532_x00	GO:0016514,GO:0045893
OG0006640_x00	GO:0001530,GO:0003723
OG0001448_x00	GO:0008270,GO:0005515,GO:0043161,GO:0061630,GO:0000209,GO:0017148,GO:0030371
OG0007072_x00	GO:0003676,GO:0000175,GO:0000467
OG0010609_x00	GO:0043565,GO:0006357,GO:0030154,GO:0000981,GO:0003700,GO:0005634,GO:0006355
OG0002556_x00	GO:0005634,GO:0006357,GO:0000978,GO:0000981,GO:0001227,GO:0003700,GO:0006355,GO:0043565
OG0003664_x00	GO:0005524,GO:0140658,GO:0043130,GO:0005515,GO:0008094,GO:0003677,GO:0003682,GO:0005634
OG0011717_x00	GO:0004930,GO:0007186,GO:0016020,GO:0016493,GO:0019722,GO:0019957,GO:0060326,GO:0006955,GO:0007204,GO:0009897,GO:0004950,GO:0006935,GO:0016494,GO:0042113,GO:0048535
OG0004772_x00	GO:0016020,GO:0032580,GO:0042147,GO:0005794,GO:0006810
OG0000688_x00	GO:0004222,GO:0006508,GO:0008237,GO:0016485,GO:0097242,GO:0005886
OG0000688_x01	GO:0008237,GO:0004222,GO:0006508,GO:0016485,GO:0005886
OG0001796_x00	GO:0005515,GO:0005737
OG0001050_x00	GO:0003774,GO:0005524,GO:0016459,GO:0005515,GO:0004672,GO:0006468,GO:0007605,GO:0018105,GO:0030832,GO:0032426,GO:0032433,GO:0051491,GO:0000146,GO:0001917,GO:0004674
OG0007500_x00	GO:0005125,GO:0005576,GO:0006955
OG0011389_x00	GO:0003676,GO:0005524
OG0005079_x00	GO:0010181,GO:0016491,GO:0001561,GO:0005777
OG0001050_x01	GO:0003774,GO:0005524,GO:0016459,GO:0005515,GO:0004672,GO:0006468,GO:0007605,GO:0018105,GO:0030832,GO:0032426,GO:0032433,GO:0051491,GO:0000146,GO:0001917,GO:0004674
OG0006187_x00	GO:0003779,GO:0007010,GO:0051015,GO:0015629,GO:0030027,GO:0051014,GO:0051016,GO:2000392,GO:0005546,GO:0005737,GO:0008154
OG0004524_x00	GO:0016491,GO:0005739
OG0007295_x00	GO:0006897,GO:0030125,GO:0030276,GO:0005543,GO:0005768,GO:0005886
OG0005632_x00	GO:0035091,GO:0008333,GO:0031313,GO:0045022,GO:0005769,GO:0005770,GO:0006622
OG0003887_x00	GO:0005576,GO:0030250
OG0000290_x00	GO:0004935,GO:0007186,GO:0016020,GO:0004930,GO:0045823,GO:0004940,GO:0007189,GO:0005887,GO:0071880,GO:0001996,GO:0002025
OG0006740_x00	GO:0006388,GO:0072669
OG0004995_x00	GO:0006829,GO:0046873,GO:0055085,GO:0016020,GO:0030001
OG0000290_x01	GO:0004930,GO:0007186,GO:0016020,GO:0045823,GO:0004940,GO:0007189,GO:0015052,GO:0051379,GO:0071880,GO:0002025,GO:0005887,GO:0004935
OG0000290_x02	GO:0004930,GO:0007186,GO:0016020,GO:0005887,GO:0045986,GO:0051380,GO:0071880,GO:0002025,GO:0004941,GO:0097746,GO:0006940,GO:0007189,GO:0004935
OG0005507_x00	GO:0005886,GO:0006954,GO:0007186,GO:0007200,GO:0007204,GO:0016020,GO:0002430,GO:0004875,GO:0004930
OG0006615_x00	GO:0007059,GO:0008017,GO:0051301,GO:0031110,GO:0072686,GO:0000278,GO:0000940,GO:0005876
OG0007723_x00	GO:0030130,GO:0005515
OG0008831_x00	GO:0005515
OG0007047_x00	GO:0005509,GO:0005576,GO:0043491,GO:0048018
OG0008155_x00	GO:0003676,GO:0003723,GO:0003729,GO:0005730
OG0003639_x00	GO:0007601
OG0004747_x00	GO:0005929
OG0005855_x00	GO:0046872
OG0006963_x00	GO:0016787,GO:0005737,GO:0000082,GO:0004722
OG0010311_x00	GO:0005515,GO:0005737,GO:0051879,GO:0061077
OG0005179_x00	GO:0016020,GO:0007155,GO:0019901,GO:2001046,GO:0001952,GO:0005737,GO:0005886
OG0006287_x00	GO:0003774,GO:0005524,GO:0016459,GO:0051015,GO:0006897,GO:0007015,GO:0015629,GO:0030050,GO:0030139,GO:0031982,GO:0042472,GO:0042491,GO:0000146,GO:0001726,GO:0005737,GO:0005515
OG0002879_x00	GO:0007221,GO:0003713,GO:0005654
OG0001025_x00	GO:0003824,GO:0005524,GO:0006003,GO:0003873,GO:0006000,GO:0005829,GO:0004331
OG0002133_x00	GO:0004888,GO:0007166,GO:0016020,GO:0008201,GO:0004930,GO:0005887,GO:0007189,GO:0007186
OG0001025_x01	GO:0005524,GO:0005829,GO:0006003,GO:0003824,GO:0003873,GO:0004331,GO:0006000
OG0003241_x00	GO:0004843,GO:0005515,GO:0016579,GO:0043161,GO:0061136,GO:0070628
OG0008378_x00	GO:0005765,GO:1904263
OG0000941_x00	GO:0005096,GO:0090630
OG0000941_x01	GO:0005096,GO:0090630
OG0000265_x00	GO:0005509,GO:0016020,GO:0007156,GO:0004888,GO:0007166,GO:0005886,GO:0007155,GO:0004930,GO:0007186,GO:0098609
OG0009486_x00	GO:0006367,GO:0001097,GO:0005673
OG0000265_x01	GO:0005886,GO:0007155,GO:0005509,GO:0016020,GO:0007156,GO:0004930,GO:0007186,GO:0098609,GO:0004888,GO:0007166
OG0001373_x01	GO:0016020,GO:0030424,GO:0043025,GO:0050808,GO:0005886,GO:0007156,GO:0008046,GO:0005515
OG0002481_x00	GO:0048024,GO:0051726,GO:0003723,GO:0043484,GO:0003676
OG0010534_x00	GO:0005747,GO:0022900
OG0012074_x00	GO:0015631,GO:0007023,GO:0005737,GO:0006457,GO:0007021
OG0008806_x00	GO:0007186,GO:0045028,GO:0004930,GO:0016020
OG0009914_x00	GO:0016192,GO:0033263,GO:0005764,GO:0005773,GO:0006886
OG0000017_x00	GO:0016020,GO:0031638,GO:0004252,GO:0005615,GO:0005886
OG0000488_x00	GO:0004672,GO:0006468,GO:0004707,GO:0005524,GO:0035556,GO:0004674,GO:0005634,GO:0005737
OG0001125_x01	GO:0005524,GO:0004672,GO:0006468,GO:0005737,GO:0009931,GO:0018105,GO:0035556,GO:0046777,GO:0004683,GO:0005516,GO:0005634
OG0002233_x00	GO:0008113,GO:0036456,GO:0005737,GO:0034599
OG0006938_x00	GO:0005242,GO:0006813,GO:0016020,GO:0034765,GO:1990573,GO:0005886
OG0000488_x01	GO:0004707,GO:0005524,GO:0006468,GO:0004672,GO:0035556,GO:0004674,GO:0005634,GO:0005737
OG0001596_x00	GO:0003700,GO:0045893,GO:0006355,GO:0001708,GO:0006357,GO:0000978,GO:0000981,GO:0005634
OG0001596_x01	GO:0003700,GO:0045893,GO:0005634,GO:0006355,GO:0001708,GO:0006357,GO:0000978,GO:0000981
OG0002108_x00	GO:0005737,GO:0005739,GO:0007005
OG0011189_x00	GO:0005840,GO:0006412,GO:0022625,GO:0002181,GO:0003735
OG0003216_x00	GO:0003756,GO:0005783,GO:0006457
OG0004324_x00	GO:0005737,GO:0006511,GO:0016567,GO:0031624,GO:0032436,GO:0061630,GO:0000151,GO:0000209,GO:0004842,GO:0008270,GO:0005515
OG0000916_x00	GO:0008253,GO:0009117,GO:0000166,GO:0000287,GO:0005737,GO:0005829,GO:0046085
OG0000916_x01	GO:0008253,GO:0009117,GO:0000166,GO:0000287,GO:0005737,GO:0005829,GO:0046085
OG0006540_x00	GO:0045202,GO:0050890,GO:0005886,GO:0007268,GO:0016020
OG0001348_x01	GO:0006355,GO:0007399,GO:0046983,GO:0007423,GO:0043010,GO:0045944,GO:0061564,GO:0070888,GO:0000981,GO:0003700,GO:0005634
OG0010509_x00	GO:0005518,GO:0005615,GO:0005515
OG0002456_x00	GO:0061630,GO:0000209,GO:0006511,GO:0005515,GO:0004842
OG0008080_x00	GO:0060271,GO:0016020,GO:0034464
OG0003564_x00	GO:0022625,GO:0003735,GO:0005840,GO:0006412
OG0011617_x00	GO:0035556,GO:0060041,GO:0005930,GO:0035082,GO:0042461
OG0004672_x00	GO:0016035
OG0005780_x00	GO:0000387,GO:0005634,GO:0032797,GO:0000245,GO:0005681
OG0001696_x00	GO:0051017,GO:0005886,GO:0015629,GO:0051015
OG0010857_x00	GO:0005515,GO:0060348,GO:0061975,GO:0005615,GO:0030199,GO:0031012
OG0007400_x00	GO:0030139,GO:0006898,GO:0008104,GO:0016324
OG0011965_x00	GO:0008146,GO:0016020,GO:0016051,GO:0030166
OG0006087_x00	GO:0099104,GO:0005249,GO:0008076,GO:0044325,GO:0005515
OG0002679_x00	GO:0005515,GO:0006629,GO:0004806,GO:0016298,GO:0005615,GO:0016042
OG0007195_x00	GO:0005813,GO:0005814,GO:0007099
OG0003787_x00	GO:0006357,GO:0000977,GO:0000981,GO:0005634
OG0000190_x00	GO:0005741,GO:0008308,GO:0098656,GO:0055085
OG0004895_x00	GO:0016301,GO:0032958,GO:0046854,GO:0000828,GO:0005634,GO:0005737
OG0000190_x01	GO:0005741,GO:0008308,GO:0098656,GO:0055085
OG0000190_x02	GO:0005741,GO:0008308,GO:0098656,GO:0055085
OG0007623_x00	GO:0005509,GO:0005112
OG0008731_x00	GO:0005509,GO:0005576,GO:0005615,GO:0005886
OG0008055_x00	GO:0004594,GO:0005524,GO:0015937,GO:0005634,GO:0005829
OG0003539_x00	GO:0006751,GO:0006954,GO:0036374,GO:1901750,GO:0002951,GO:0005886
OG0009163_x00	GO:0005515,GO:2001069,GO:0000164,GO:0005979,GO:0008157
OG0004647_x00	GO:0097344,GO:0005656,GO:0006261,GO:0006364,GO:0005515
OG0005755_x00	GO:0042981,GO:0002039,GO:0005634,GO:0005515
OG0006863_x00	GO:0022857,GO:0055085,GO:0006820,GO:0016021
OG0010211_x00	GO:0031295,GO:0042102,GO:0042130,GO:0071222,GO:0006955,GO:0007166,GO:0009897
OG0007971_x00	GO:0030971,GO:0070374,GO:0070378,GO:0030298
OG0009038_x00	GO:0005739,GO:0008111,GO:0008206,GO:0003824
OG0010682_x00	GO:0005515,GO:0005814,GO:0007020,GO:0036064,GO:0043015,GO:0000242,GO:0000278,GO:0000922
OG0011790_x00	GO:0005515,GO:1901224,GO:0005886,GO:0032637,GO:0038023
OG0006738_x00	GO:0005634,GO:0045892,GO:0006355,GO:0008134,GO:0003712
OG0007846_x00	GO:0005509,GO:0000287
OG0008954_x00	GO:0036211,GO:0018095,GO:0070740,GO:0000226,GO:0005929,GO:0015631
OG0008278_x00	GO:0004252,GO:0006508
OG0000841_x00	GO:0016020,GO:0022857,GO:0055085,GO:0005355,GO:1904659,GO:0046323,GO:0055056,GO:0070837,GO:0005887,GO:0015149,GO:0015749
OG0000165_x00	GO:0008083,GO:0017080,GO:1905150,GO:0005634,GO:0005737
OG0000841_x01	GO:0016020,GO:0022857,GO:0055085,GO:0016323,GO:0016324,GO:0032868,GO:0046323,GO:0055056,GO:0070837,GO:0005887,GO:0015149,GO:0015749,GO:0005355,GO:1904659
OG0000165_x01	GO:0008083,GO:0017080,GO:1905150,GO:0005634,GO:0005737
OG0001273_x00	GO:0005615,GO:0031012,GO:0005515
OG0005978_x00	GO:0042360,GO:0051180,GO:0120013,GO:1902936,GO:0005770,GO:0008431,GO:0016020
OG0000165_x02	GO:0008083,GO:0017080,GO:1905150,GO:0005634,GO:0005737
OG0010434_x00	GO:0007094,GO:0051315,GO:0072686,GO:0000776,GO:0005635
OG0002381_x01	GO:0008083,GO:0030509,GO:0005125,GO:0005576,GO:0005615
OG0008706_x00	GO:0051082,GO:0005524,GO:0006457,GO:0016887,GO:0140662,GO:0005832
OG0004001_x00	GO:0006355,GO:0000978,GO:0000981,GO:0005634
OG0009814_x00	GO:0016020,GO:0007186,GO:0008502,GO:0004930,GO:0005886
OG0001701_x00	GO:0005515,GO:0000976,GO:0005634,GO:0045944
OG0010782_x00	GO:0019722,GO:0005634,GO:0005737,GO:0008597,GO:0003676
OG0009138_x00	GO:0031110,GO:0031175,GO:0043005,GO:0005737,GO:0007019,GO:0015631
OG0005580_x00	GO:0004672,GO:0006468,GO:0007249,GO:0004674,GO:0005524
OG0000388_x00	GO:0051287
OG0006838_x00	GO:0005515,GO:0005576,GO:0008201,GO:0031012,GO:0005178,GO:0007155,GO:0007165
OG0001496_x00	GO:0005737,GO:0007283,GO:0008134,GO:0008584,GO:0030325,GO:0043433,GO:0000122,GO:0003714,GO:0005634
OG0007946_x00	GO:0001626,GO:0007186,GO:0016020,GO:0004985,GO:0004930,GO:0007218,GO:0019233,GO:0042277,GO:0042923,GO:0043005,GO:0005887
OG0000388_x01	GO:0016616,GO:0051287
OG0000388_x02	GO:0051287,GO:0016616
OG0010657_x00	GO:0005515,GO:0008278,GO:0034991,GO:1990414,GO:0003682,GO:0007062
OG0001496_x01	GO:0005737,GO:0007623,GO:0008134,GO:0043433,GO:0000122,GO:0003714,GO:0005634
OG0007200_x00	GO:0006811,GO:0016020,GO:0001614,GO:0005216,GO:0005524,GO:0033198,GO:0098655,GO:0004931,GO:0005886,GO:0070588,GO:0005639
OG0011089_x00	GO:0016021,GO:0016020
OG0003116_x00	GO:0044613,GO:0061608,GO:0006606,GO:0006913
OG0004900_x00	GO:0005886,GO:0032780,GO:0043271,GO:0004672,GO:0006468,GO:0005524
OG0002008_x01	GO:0006260,GO:0007095,GO:0010212,GO:0030174,GO:0033314,GO:0003682,GO:0005634
OG0012197_x00	GO:0035556,GO:0005942,GO:0046854,GO:0046935
OG0004224_x00	GO:0016491,GO:0008270,GO:0016616,GO:0003939,GO:0006062
OG0008929_x00	GO:0004518,GO:0034477,GO:0000175,GO:0005634
OG0005332_x00	GO:0043001,GO:0000139,GO:0007030
OG0000816_x00	GO:0046983,GO:1902476,GO:0005229,GO:0005254,GO:0005886
OG0000816_x01	GO:0046983,GO:1902476,GO:0005229,GO:0005254,GO:0005886
OG0006440_x00	GO:0005739,GO:0006099,GO:0005524,GO:0003824,GO:0046872,GO:0006104,GO:0042709,GO:0004775
OG0001248_x00	GO:0009311,GO:0003828,GO:0006486,GO:0006491,GO:0008373
OG0001248_x01	GO:0009311,GO:0003828,GO:0006486,GO:0006491,GO:0008373
OG0010409_x00	GO:0005829,GO:0006513,GO:0030332,GO:0031624,GO:0043161,GO:0051865,GO:0061630,GO:0000151,GO:0000209,GO:0005634
OG0002356_x00	GO:0004930,GO:0005887,GO:0071880,GO:0007186,GO:0016020,GO:0007268,GO:0032098,GO:0004993,GO:0005886
OG0011517_x00	GO:0008237
OG0003464_x00	GO:0005783,GO:0015036,GO:0034975,GO:0036498,GO:0051787,GO:0005788,GO:0015035,GO:0016671
OG0004572_x00	GO:0005515,GO:0005886,GO:0007010,GO:0030100,GO:0097320,GO:0005543,GO:0005737,GO:0005768
OG0005680_x00	GO:0006355
OG0003339_x00	GO:0000978,GO:0000981,GO:0006355
OG0010757_x00	GO:0051082,GO:0005524,GO:0006457,GO:0016887,GO:0140662,GO:0005832
OG0004447_x00	GO:0016592,GO:0006357,GO:0003712
OG0007300_x00	GO:0036211,GO:0004719,GO:0005737
OG0006663_x00	GO:0004930,GO:0007186,GO:0016020,GO:0005886,GO:0016907,GO:0040012,GO:0007197,GO:0007268,GO:0030425,GO:0030594,GO:0045202,GO:0004993,GO:0005887,GO:0007187
OG0010011_x00	GO:0046983,GO:0003700,GO:0006355,GO:0000978,GO:0000981,GO:0006357
OG0007771_x00	GO:0005737
OG0007095_x00	GO:0060271,GO:0035869,GO:0036064
OG0002579_x00	GO:0004930,GO:0007186,GO:0016020,GO:0005887,GO:0071880
OG0003687_x00	GO:0005739,GO:0005874,GO:0008017,GO:0016020,GO:0043653,GO:0000266,GO:0003924,GO:0005737
OG0000090_x00	GO:0005254
OG0004795_x00	GO:0045893,GO:0005634,GO:0006355,GO:0035064
OG0000090_x01	GO:0005254
OG0005307_x00	GO:0005634,GO:0005737
OG0006415_x00	GO:0005515,GO:0008270,GO:0071011,GO:0000398,GO:0003723,GO:0008380,GO:0003676,GO:0005634
OG0002181_x00	GO:0005525,GO:0003924,GO:0005886,GO:0007165,GO:0007264,GO:0016020,GO:0019003
OG0009063_x00	GO:0005739,GO:0005747,GO:0042775
OG0005655_x00	GO:0090141,GO:0005777,GO:0006626,GO:0031307
OG0006763_x00	GO:0016020,GO:0004930,GO:0007186,GO:0009897,GO:0016493,GO:0019722,GO:0019957,GO:0022008,GO:0060326,GO:0006955,GO:0007204,GO:0007420,GO:0019229,GO:0004945
OG0010111_x00	GO:0030968,GO:0030970,GO:0005788,GO:0030433
OG0007871_x00	GO:0003779,GO:0007010,GO:0051015,GO:0015629,GO:0051014,GO:0051016,GO:0005546,GO:0005737,GO:0008154
OG0001501_x00	GO:0044389,GO:0005634,GO:0016925,GO:0031386,GO:0005515
OG0001501_x01	GO:0044389,GO:0005634,GO:0016925,GO:0031386,GO:0005515
OG0007746_x00	GO:0005634,GO:0090309,GO:1990226
OG0003041_x00	GO:0005783,GO:0005794
OG0008854_x00	GO:0005515,GO:0030246
OG0008178_x00	GO:0005515,GO:0012505,GO:0046527
OG0009962_x00	GO:0004930,GO:0007186,GO:0016020,GO:0004969,GO:0007197,GO:0007268,GO:0016907,GO:0030425,GO:0030594,GO:0045202,GO:0004993,GO:0005887,GO:0007187
OG0000741_x00	GO:0005876,GO:0005881,GO:0008017,GO:0040001,GO:0045180,GO:0072686,GO:0090307,GO:0000226,GO:0000776,GO:0005815,GO:0015631
OG0000065_x00	GO:0005230,GO:0006811,GO:0016020,GO:0004890,GO:0005216,GO:0042391,GO:0005237,GO:0043005,GO:0005254,GO:0045202,GO:0005887,GO:0007165,GO:0007214,GO:0007268,GO:0008503,GO:0050877,GO:0051932,GO:0022851,GO:0060078,GO:0030594,GO:0098794,GO:0032590,GO:0004888,GO:1902476,GO:0034220,GO:1902711
OG0005878_x00	GO:0005515,GO:0098887
OG0000065_x01	GO:0005230,GO:0006811,GO:0016020,GO:0034220,GO:0004888,GO:0005216,GO:0042391,GO:0005237,GO:0043005,GO:0005254,GO:0045202,GO:0005887,GO:0007165,GO:0007214,GO:0007268,GO:0008503,GO:0050877,GO:0051932,GO:0022851,GO:0060078,GO:0030594,GO:0098794,GO:0032590,GO:1902476,GO:0004890,GO:1902711,GO:0006821
OG0001173_x00	GO:0045116,GO:0097602,GO:0000151,GO:0031624,GO:0032182,GO:0005515
OG0001173_x01	GO:0045116,GO:0097602,GO:0000151,GO:0031624,GO:0032182,GO:0005515
OG0002281_x00	GO:0006357,GO:0000978,GO:0000981,GO:0005634
OG0000065_x02	GO:0034220,GO:0004888,GO:0005216,GO:0016020,GO:0005230,GO:0006811,GO:0003676,GO:0004890,GO:0006821,GO:0007214,GO:0042391,GO:0005237,GO:0043005,GO:0005254,GO:0045202,GO:0005887,GO:0007165,GO:0007268,GO:0008503,GO:0050877,GO:0051932,GO:0022851,GO:0060078,GO:0030594,GO:0098794,GO:0032590,GO:1902476,GO:1902711
OG0010334_x00	GO:0016021,GO:0005887,GO:0008028,GO:0015718,GO:0022857,GO:0055085
OG0006986_x00	GO:0008289,GO:0007165,GO:0005096,GO:0030036,GO:0035023
OG0011442_x00	GO:0019367,GO:0030148,GO:0030176,GO:0034625,GO:0034626,GO:0042761,GO:0009922,GO:0016020
OG0000065_x03	GO:0016020,GO:0004890,GO:0005216,GO:0006811,GO:0005230,GO:0034220,GO:0004888,GO:0042391,GO:0005237,GO:0043005,GO:0005254,GO:0045202,GO:0005887,GO:0007165,GO:0007214,GO:0007268,GO:0008503,GO:0050877,GO:0051932,GO:0022851,GO:0060078,GO:0030594,GO:0098794,GO:0032590,GO:1902476,GO:1902711,GO:0006821
OG0012550_x00	GO:0004800,GO:0042403
OG0001048_x01	GO:0030427,GO:0031175,GO:0000902,GO:0005938
OG0008606_x00	GO:0008137,GO:0048038,GO:0051539,GO:0051536,GO:0015990,GO:0032981,GO:0045272,GO:0005747,GO:0009060
OG0003264_x00	GO:0016020,GO:0055085,GO:0022857,GO:0005515,GO:0015721,GO:0043252,GO:0005887,GO:0015125,GO:0015347
OG0009714_x00	GO:0005739,GO:0033617
OG0001601_x00	GO:0006914,GO:0034497,GO:0044805,GO:0000407,GO:0000422,GO:0005776
OG0005480_x00	GO:0004553,GO:0005975,GO:0004565,GO:0005773
OG0000964_x00	GO:0004672,GO:0006468,GO:0005524,GO:0005634,GO:0005737,GO:0006954,GO:0009931,GO:0018105,GO:0034097,GO:0035556,GO:0035924,GO:0046777,GO:0048010,GO:0051019,GO:0002224,GO:0004683,GO:0005516
OG0001601_x01	GO:0006914,GO:0034497,GO:0044805,GO:0000407,GO:0000422,GO:0005776
OG0000964_x01	GO:0005634,GO:0005737,GO:0009931,GO:0018105,GO:0034097,GO:0035556,GO:0046777,GO:0051019,GO:0002224,GO:0004683,GO:0005516,GO:0004672,GO:0005524,GO:0006468
OG0000288_x00	GO:0009190,GO:0035556,GO:0005886,GO:0006182,GO:0007168,GO:0001653,GO:0004016,GO:0004383,GO:0016849
OG0000288_x01	GO:0016020,GO:0004672,GO:0005524,GO:0006468,GO:0009190,GO:0016849,GO:0035556,GO:0005886,GO:0006182,GO:0007168,GO:0016941,GO:0017046,GO:0001653,GO:0004016,GO:0004383
OG0001396_x00	GO:0071949,GO:0003824,GO:0050660,GO:0008610,GO:0005777,GO:0008609
OG0010557_x00	GO:0003682,GO:0005634,GO:0006325,GO:0000785,GO:0031492
OG0007100_x00	GO:0004672,GO:0005524,GO:0006468,GO:0005737,GO:0007228
OG0012097_x00	GO:0008475,GO:0005506,GO:0016705,GO:0031418,GO:0005783,GO:0017185
OG0004800_x00	GO:0055070,GO:1902306,GO:2000009,GO:0005768,GO:0031398,GO:0032434
OG0008829_x00	GO:0005515,GO:0004672,GO:0005524,GO:0006468,GO:0005737,GO:0005829,GO:0004694,GO:0005634,GO:0010998,GO:0000077
OG0004124_x00	GO:0005524,GO:0006139,GO:0016818,GO:0003676,GO:0004386,GO:0003677,GO:0003678,GO:1990918,GO:0005634,GO:0006289
OG0009937_x00	GO:0004672,GO:0005524,GO:0006468,GO:0005576,GO:0018108,GO:0001501,GO:0004715
OG0005232_x00	GO:0016020,GO:0035725,GO:0005887,GO:0015193
OG0000716_x00	GO:0005634
OG0001824_x00	GO:0003700,GO:0006355,GO:0043565,GO:0005634,GO:0000987
OG0006340_x00	GO:0008641
OG0001148_x00	GO:0007266,GO:0030496,GO:0032154,GO:0051233,GO:0051256,GO:0097149,GO:0000281,GO:0005096,GO:0005634,GO:0007165
OG0002256_x00	GO:0006357,GO:0070236
OG0010309_x00	GO:0016491
OG0003364_x00	GO:0005515,GO:0035091,GO:0005737,GO:0016176,GO:0042554
OG0011417_x00	GO:0008654,GO:0016020,GO:0016780
OG0004472_x00	GO:0005515,GO:0005813
OG0003239_x00	GO:0006751,GO:0036374,GO:0031179,GO:0050727,GO:0002682,GO:0005886
OG0004347_x00	GO:0035091,GO:0043130,GO:0030276,GO:0005768,GO:0007165,GO:0016020
OG0000939_x00	GO:0008146,GO:0008467
OG0005455_x00	GO:0005515,GO:0000981,GO:0005634,GO:0006357
OG0006563_x00	GO:0004392,GO:0006788,GO:0006979,GO:0020037,GO:0042167,GO:0055072
OG0000939_x01	GO:0008146,GO:0008467
OG0007671_x00	GO:0022857,GO:0055085,GO:1905103,GO:0016020,GO:0034486
OG0002479_x00	GO:0015018,GO:0016020,GO:0050650,GO:0000139,GO:0005975
